644  
-7.6216667e+01  -1.5833333e+01
  -7.6192576e+01  -1.5847916e+01
  -7.6168484e+01  -1.5862499e+01
  -7.6144393e+01  -1.5877082e+01
  -7.6120302e+01  -1.5891665e+01
  -7.6096211e+01  -1.5906248e+01
  -7.6072120e+01  -1.5920831e+01
  -7.6048029e+01  -1.5935414e+01
  -7.6023938e+01  -1.5949997e+01
  -7.5999846e+01  -1.5964580e+01
  -7.5975755e+01  -1.5979163e+01
  -7.5951664e+01  -1.5993746e+01
  -7.5927573e+01  -1.6008329e+01
  -7.5903482e+01  -1.6022912e+01
  -7.5879391e+01  -1.6037495e+01
  -7.5855299e+01  -1.6052078e+01
  -7.5831208e+01  -1.6066661e+01
  -7.5807117e+01  -1.6081244e+01
  -7.5783026e+01  -1.6095827e+01
  -7.5758935e+01  -1.6110410e+01
  -7.5734844e+01  -1.6124993e+01
  -7.5710753e+01  -1.6139576e+01
  -7.5686661e+01  -1.6154160e+01
  -7.5662570e+01  -1.6168743e+01
  -7.5638479e+01  -1.6183326e+01
  -7.5614388e+01  -1.6197909e+01
  -7.5590297e+01  -1.6212492e+01
  -7.5566206e+01  -1.6227075e+01
  -7.5542115e+01  -1.6241658e+01
  -7.5518023e+01  -1.6256241e+01
  -7.5493932e+01  -1.6270824e+01
  -7.5469841e+01  -1.6285407e+01
  -7.5445750e+01  -1.6299990e+01
  -7.5421659e+01  -1.6314573e+01
  -7.5397568e+01  -1.6329156e+01
  -7.5373477e+01  -1.6343739e+01
  -7.5349385e+01  -1.6358322e+01
  -7.5325294e+01  -1.6372905e+01
  -7.5301203e+01  -1.6387488e+01
  -7.5277112e+01  -1.6402071e+01
  -7.5253021e+01  -1.6416654e+01
  -7.5228930e+01  -1.6431237e+01
  -7.5204839e+01  -1.6445820e+01
  -7.5180747e+01  -1.6460403e+01
  -7.5156656e+01  -1.6474986e+01
  -7.5132565e+01  -1.6489569e+01
  -7.5108474e+01  -1.6504152e+01
  -7.5084383e+01  -1.6518735e+01
  -7.5060292e+01  -1.6533318e+01
  -7.5036201e+01  -1.6547901e+01
  -7.5012109e+01  -1.6562484e+01
  -7.4988018e+01  -1.6577067e+01
  -7.4963927e+01  -1.6591650e+01
  -7.4939836e+01  -1.6606233e+01
  -7.4915745e+01  -1.6620816e+01
  -7.4891654e+01  -1.6635399e+01
  -7.4867563e+01  -1.6649982e+01
  -7.4843471e+01  -1.6664565e+01
  -7.4819380e+01  -1.6679148e+01
  -7.4795289e+01  -1.6693731e+01
  -7.4771198e+01  -1.6708314e+01
  -7.4747107e+01  -1.6722897e+01
  -7.4723016e+01  -1.6737480e+01
